timestamp,offset,inference_time_ms
2026-01-11 15:49:05.621,0.00,157.71
2026-01-11 15:49:05.837,0.00,143.28
2026-01-11 15:49:06.136,0.00,157.38
2026-01-11 15:49:06.488,-591.00,146.88
2026-01-11 15:49:06.781,0.00,148.33
2026-01-11 15:49:07.081,0.00,140.35
2026-01-11 15:49:07.477,0.00,151.67
2026-01-11 15:49:07.677,0.00,235.68
2026-01-11 15:49:07.970,0.00,149.30
2026-01-11 15:49:08.336,0.00,171.74
2026-01-11 15:49:08.623,0.00,147.45
2026-01-11 15:49:08.825,0.00,183.42
2026-01-11 15:49:09.082,0.00,128.34
2026-01-11 15:49:09.397,0.00,136.47
2026-01-11 15:49:09.683,0.00,149.28
2026-01-11 15:49:09.886,0.00,134.58
2026-01-11 15:49:10.158,0.00,142.31
2026-01-11 15:49:10.364,0.00,134.98
2026-01-11 15:49:10.666,0.00,171.26
2026-01-11 15:49:10.951,0.00,147.21
2026-01-11 15:49:11.252,0.00,147.51
2026-01-11 15:49:11.579,0.00,132.34
2026-01-11 15:49:11.872,0.00,147.22
2026-01-11 15:49:12.074,0.00,143.36
2026-01-11 15:49:12.387,0.00,134.01
2026-01-11 15:49:12.610,0.00,186.62
2026-01-11 15:49:12.891,0.00,137.72
2026-01-11 15:49:13.190,0.00,141.86
2026-01-11 15:49:13.396,-567.00,167.99
2026-01-11 15:49:13.744,-539.00,173.00
2026-01-11 15:49:14.035,-530.00,150.24
2026-01-11 15:49:14.363,-521.00,150.55
2026-01-11 15:49:14.653,-520.00,144.52
2026-01-11 15:49:15.006,-528.00,155.72
2026-01-11 15:49:15.208,-525.00,175.56
2026-01-11 15:49:15.518,-525.00,153.72
2026-01-11 15:49:15.721,-507.00,185.62
2026-01-11 15:49:15.931,-507.00,196.43
2026-01-11 15:49:16.226,-499.00,149.64
2026-01-11 15:49:16.427,-497.00,144.73
2026-01-11 15:49:16.706,-505.00,142.60
2026-01-11 15:49:16.908,-509.00,135.23
2026-01-11 15:49:17.227,0.00,173.81
2026-01-11 15:49:17.539,0.00,164.35
2026-01-11 15:49:17.740,0.00,141.47
2026-01-11 15:49:18.015,-510.00,141.66
2026-01-11 15:49:18.297,-507.00,141.47
2026-01-11 15:49:18.603,-506.00,137.71
2026-01-11 15:49:18.921,-507.00,164.51
2026-01-11 15:49:19.204,0.00,141.90
2026-01-11 15:49:19.407,-516.00,186.48
2026-01-11 15:49:19.671,-518.00,138.82
2026-01-11 15:49:20.003,0.00,138.64
2026-01-11 15:49:20.204,-508.00,188.95
2026-01-11 15:49:20.480,-508.00,139.44
2026-01-11 15:49:20.682,-507.00,138.80
2026-01-11 15:49:20.976,-506.00,137.68
2026-01-11 15:49:21.179,-506.00,178.07
2026-01-11 15:49:21.486,-507.00,182.74
2026-01-11 15:49:21.688,-516.00,137.07
