timestamp,offset,inference_time_ms
2026-01-11 18:09:18.238,-517.00,187.91
2026-01-11 18:09:19.084,-493.00,140.81
2026-01-11 18:09:19.286,-483.00,175.29
2026-01-11 18:09:19.640,-464.00,155.50
2026-01-11 18:09:19.841,-464.00,210.20
2026-01-11 18:09:20.128,-439.00,144.64
2026-01-11 18:09:20.464,-408.00,165.61
2026-01-11 18:09:20.667,-389.00,161.12
2026-01-11 18:09:20.982,-336.00,131.62
2026-01-11 18:09:21.184,-262.00,190.98
2026-01-11 18:09:21.385,-234.00,187.45
2026-01-11 18:09:21.702,-193.00,180.71
2026-01-11 18:09:22.066,-162.00,162.45
2026-01-11 18:09:22.307,-123.00,191.42
2026-01-11 18:09:22.588,-20.00,138.80
2026-01-11 18:09:22.940,113.00,138.13
2026-01-11 18:09:23.142,173.00,214.32
2026-01-11 18:09:23.547,278.00,179.04
2026-01-11 18:09:23.832,310.00,143.70
2026-01-11 18:09:24.079,356.00,137.35
2026-01-11 18:09:24.383,451.00,138.14
2026-01-11 18:09:24.585,538.00,174.62
2026-01-11 18:09:24.888,560.00,163.74
