timestamp,offset,inference_time_ms
2026-01-11 15:25:37.088,0.00,125.87
2026-01-11 15:25:37.412,0.00,128.43
2026-01-11 15:25:37.672,0.00,127.29
2026-01-11 15:25:37.929,0.00,126.43
2026-01-11 15:25:38.226,0.00,130.15
2026-01-11 15:25:38.478,0.00,125.95
2026-01-11 15:25:38.736,0.00,124.32
2026-01-11 15:25:38.994,0.00,125.51
2026-01-11 15:25:39.290,0.00,161.61
2026-01-11 15:25:39.598,0.00,145.21
2026-01-11 15:25:39.852,0.00,124.04
2026-01-11 15:25:40.157,0.00,127.46
2026-01-11 15:25:40.412,0.00,127.09
2026-01-11 15:25:40.713,0.00,128.05
2026-01-11 15:25:40.970,0.00,124.62
2026-01-11 15:25:41.269,0.00,164.62
2026-01-11 15:25:41.578,0.00,161.95
2026-01-11 15:25:41.878,0.00,150.89
2026-01-11 15:25:42.178,0.00,140.84
2026-01-11 15:25:42.437,0.00,129.40
2026-01-11 15:25:42.691,0.00,125.24
2026-01-11 15:25:42.991,0.00,125.42
2026-01-11 15:25:43.261,0.00,130.35
2026-01-11 15:25:43.524,0.00,131.27
2026-01-11 15:25:43.808,0.00,127.20
2026-01-11 15:25:44.081,0.00,140.88
2026-01-11 15:25:44.341,0.00,128.69
