timestamp,offset,inference_time_ms
2026-01-11 17:44:36.867,-468.00,187.95
2026-01-11 17:44:37.230,-435.00,145.07
2026-01-11 17:44:37.579,-407.00,151.45
2026-01-11 17:44:37.955,-359.00,139.69
2026-01-11 17:44:38.183,-359.00,231.49
2026-01-11 17:44:38.514,-259.00,137.41
2026-01-11 17:44:38.716,-163.00,168.91
2026-01-11 17:44:39.032,-163.00,174.32
2026-01-11 17:44:39.361,3.00,158.10
2026-01-11 17:44:39.705,147.00,139.09
2026-01-11 17:44:40.069,217.00,160.75
2026-01-11 17:44:40.360,368.00,144.28
2026-01-11 17:44:40.688,520.00,139.68
