timestamp,offset,inference_time_ms
2026-01-11 15:34:35.659,0.00,133.48
2026-01-11 15:34:35.962,0.00,128.82
2026-01-11 15:34:36.231,0.00,130.84
2026-01-11 15:34:36.504,0.00,140.59
2026-01-11 15:34:36.879,0.00,144.81
2026-01-11 15:34:37.200,0.00,131.79
2026-01-11 15:34:37.468,-21.00,133.53
2026-01-11 15:34:37.783,62.00,166.78
2026-01-11 15:34:38.053,112.00,131.79
2026-01-11 15:34:38.256,101.00,183.78
2026-01-11 15:34:38.609,84.00,138.17
2026-01-11 15:34:38.877,76.00,128.29
2026-01-11 15:34:39.149,101.00,131.31
2026-01-11 15:34:39.422,125.00,129.19
2026-01-11 15:34:39.744,128.00,161.04
2026-01-11 15:34:40.080,126.00,168.94
2026-01-11 15:34:40.304,126.00,168.57
2026-01-11 15:34:40.636,123.00,142.71
2026-01-11 15:34:40.959,119.00,132.43
2026-01-11 15:34:41.161,100.00,184.08
2026-01-11 15:34:41.456,93.00,126.40
2026-01-11 15:34:41.741,90.00,135.41
2026-01-11 15:34:41.942,85.00,166.58
2026-01-11 15:34:42.383,71.00,132.18
2026-01-11 15:34:42.660,69.00,139.79
2026-01-11 15:34:42.991,83.00,171.04
2026-01-11 15:34:43.304,91.00,163.94
2026-01-11 15:34:43.562,135.00,126.16
2026-01-11 15:34:43.789,135.00,128.81
2026-01-11 15:34:44.103,135.00,165.18
2026-01-11 15:34:44.426,142.00,137.43
2026-01-11 15:34:44.696,103.00,133.86
2026-01-11 15:34:45.004,0.00,176.72
2026-01-11 15:34:45.310,0.00,134.05
2026-01-11 15:34:45.510,0.00,182.75
2026-01-11 15:34:45.786,0.00,134.51
2026-01-11 15:34:46.100,0.00,168.72
2026-01-11 15:34:46.301,0.00,183.51
2026-01-11 15:34:46.553,0.00,133.65
2026-01-11 15:34:46.831,0.00,135.08
2026-01-11 15:34:47.114,0.00,132.27
2026-01-11 15:34:47.316,0.00,182.24
2026-01-11 15:34:47.620,0.00,150.55
2026-01-11 15:34:47.989,0.00,165.47
2026-01-11 15:34:48.306,9.00,130.66
2026-01-11 15:34:48.507,71.00,183.44
2026-01-11 15:34:48.812,89.00,182.37
2026-01-11 15:34:49.013,75.00,135.62
2026-01-11 15:34:49.325,57.00,168.18
2026-01-11 15:34:49.606,42.00,136.00
2026-01-11 15:34:49.808,79.00,146.66
2026-01-11 15:34:50.114,79.00,136.31
2026-01-11 15:34:50.431,43.00,132.26
2026-01-11 15:34:50.697,21.00,130.56
2026-01-11 15:34:50.898,20.00,184.48
2026-01-11 15:34:51.200,24.00,183.29
2026-01-11 15:34:51.402,38.00,184.52
2026-01-11 15:34:51.655,47.00,131.84
2026-01-11 15:34:51.856,71.00,180.77
2026-01-11 15:34:52.121,71.00,132.64
2026-01-11 15:34:52.523,70.00,155.87
2026-01-11 15:34:52.815,46.00,142.01
2026-01-11 15:34:53.016,38.00,150.09
2026-01-11 15:34:53.327,34.00,146.76
2026-01-11 15:34:53.646,51.00,133.22
2026-01-11 15:34:53.972,69.00,131.40
2026-01-11 15:34:54.242,85.00,133.19
2026-01-11 15:34:54.581,94.00,139.93
2026-01-11 15:34:54.862,70.00,135.11
2026-01-11 15:34:55.146,55.00,139.40
2026-01-11 15:34:55.474,49.00,133.06
2026-01-11 15:34:55.801,42.00,146.36
2026-01-11 15:34:56.095,31.00,146.70
2026-01-11 15:34:56.297,29.00,183.72
2026-01-11 15:34:56.552,23.00,134.40
2026-01-11 15:34:56.753,16.00,173.82
2026-01-11 15:34:57.068,16.00,163.15
2026-01-11 15:34:57.270,17.00,172.64
2026-01-11 15:34:57.581,17.00,187.43
2026-01-11 15:34:57.784,17.00,183.17
2026-01-11 15:34:58.134,16.00,181.30
2026-01-11 15:34:58.392,16.00,130.43
2026-01-11 15:34:58.679,16.00,131.28
2026-01-11 15:34:58.968,16.00,140.61
2026-01-11 15:34:59.310,16.00,172.61
2026-01-11 15:34:59.518,46.00,164.65
2026-01-11 15:34:59.835,81.00,131.92
2026-01-11 15:35:00.107,48.00,128.34
2026-01-11 15:35:00.404,48.00,156.24
2026-01-11 15:35:00.704,48.00,159.01
2026-01-11 15:35:01.028,41.00,162.02
2026-01-11 15:35:01.295,38.00,134.05
2026-01-11 15:35:01.627,28.00,153.75
2026-01-11 15:35:01.828,48.00,170.16
2026-01-11 15:35:02.136,61.00,136.25
