timestamp_s,offset_px
22.374832,0.00
22.401061,0.00
22.456067,0.00
22.601538,0.00
22.637169,0.00
22.681987,0.00
22.829843,0.00
22.851038,0.00
22.911680,0.00
23.059111,0.00
23.079019,0.00
23.140056,0.00
23.288610,0.00
23.309468,0.00
23.370322,0.00
23.542982,0.00
23.577746,0.00
23.625699,0.00
23.783086,0.00
23.812463,0.00
23.865338,0.00
24.017516,0.00
24.049360,0.00
24.107754,0.00
24.254142,0.00
24.275614,0.00
24.343765,0.00
24.493578,0.00
24.529163,0.00
24.580022,0.00
24.731308,0.00
24.753683,0.00
24.818736,0.00
24.960268,0.00
24.978771,0.00
25.043420,0.00
25.193264,0.00
25.218329,0.00
25.281003,0.00
25.433778,0.00
25.466543,0.00
25.521624,0.00
25.664822,0.00
25.689546,0.00
25.753458,0.00
25.892051,0.00
25.912675,37.00
25.980777,37.00
26.124891,37.00
26.159998,47.00
26.211241,47.00
26.370875,47.00
26.404793,52.00
26.453851,52.00
26.610734,52.00
26.647772,58.00
26.691952,58.00
26.846663,58.00
26.879399,64.00
26.928648,64.00
27.081804,64.00
27.115927,58.00
27.164936,58.00
27.312361,58.00
27.347312,49.00
27.397263,49.00
27.540536,49.00
27.574369,42.00
27.625688,42.00
27.810358,42.00
27.842631,35.00
27.893158,35.00
28.047053,35.00
28.080724,20.00
28.131250,20.00
28.300488,20.00
28.334361,1.00
28.384368,1.00
28.531749,1.00
28.553736,-11.00
28.613639,-11.00
28.763314,-11.00
28.784197,-24.00
28.846416,-24.00
28.994005,-24.00
29.017997,-35.00
29.076761,-35.00
29.229071,-35.00
29.261506,-36.00
29.310268,-36.00
29.464233,-36.00
29.488521,-31.00
29.547955,-31.00
29.701614,-31.00
29.721809,-28.00
29.783343,-28.00
29.939753,-28.00
29.961784,-24.00
30.020588,-24.00
30.173852,-24.00
30.210121,-29.00
30.255696,-29.00
30.405790,-29.00
30.437317,-52.00
30.486873,-52.00
30.638072,-52.00
30.669920,-88.00
30.719186,-88.00
30.880814,-88.00
30.905355,-123.00
30.962085,-123.00
31.111431,-123.00
31.142721,-149.00
31.192669,-149.00
31.347991,-149.00
31.379231,-157.00
31.429277,-157.00
31.577709,-157.00
31.612319,-158.00
31.660758,-158.00
31.813799,-158.00
31.848254,-161.00
31.900590,-161.00
32.056382,-161.00
32.089094,-172.00
32.139457,-172.00
32.285828,-172.00
32.311484,-169.00
32.368201,-169.00
32.521148,-169.00
32.554987,-163.00
32.604650,-163.00
32.750068,-163.00
32.785433,-163.00
32.836071,-163.00
32.981430,-163.00
33.016776,-152.00
33.065712,-152.00
33.224391,-152.00
33.257115,-132.00
33.308010,-132.00
33.448317,-132.00
33.468393,-107.00
33.531142,-107.00
33.676922,-107.00
33.710551,-93.00
33.760658,-93.00
33.912155,-93.00
33.945486,-69.00
33.995324,-69.00
34.150681,-69.00
34.183926,-50.00
34.233892,-50.00
34.380134,-50.00
34.413758,-59.00
34.462311,-59.00
34.627679,-59.00
34.659623,-90.00
34.709327,-90.00
34.869254,-90.00
34.890435,-130.00
34.950400,-130.00
35.098859,-130.00
35.121087,-161.00
35.181059,-161.00
35.357352,-161.00
35.377232,-185.00
35.441543,-185.00
35.585122,-185.00
35.607661,-196.00
35.667869,-196.00
35.814607,-196.00
35.848238,-202.00
35.898958,-202.00
36.051622,-202.00
36.083480,-197.00
36.134604,-197.00
36.311004,-197.00
36.343689,-186.00
36.394013,-186.00
36.549000,-186.00
36.582659,-168.00
36.632317,-168.00
36.782813,-168.00
36.816584,-153.00
36.866149,-153.00
37.029240,-153.00
37.062638,-139.00
37.114512,-139.00
37.287502,-139.00
37.307165,-120.00
37.370224,-120.00
37.517190,-120.00
37.550912,-104.00
37.599872,-104.00
37.755789,-104.00
37.788310,-82.00
37.838957,-82.00
37.986000,-82.00
38.019747,-65.00
38.069687,-65.00
38.217220,-65.00
38.251931,-28.00
38.301932,-28.00
38.454514,-28.00
38.486071,-14.00
38.537109,-14.00
38.684609,-14.00
38.717782,-4.00
38.766587,-4.00
38.914891,-4.00
38.946998,-19.00
38.996023,-19.00
39.147748,-19.00
39.179563,-52.00
39.227885,-52.00
39.373911,-52.00
39.404651,-58.00
39.456528,-58.00
39.606036,-58.00
39.637738,-41.00
39.688709,-41.00
39.848574,-41.00
39.872995,16.00
39.930249,16.00
40.078356,16.00
40.098458,81.00
40.163460,81.00
40.316210,81.00
40.348615,127.00
40.398599,127.00
40.554592,127.00
40.587017,144.00
40.635889,144.00
40.784489,144.00
40.815925,164.00
40.866410,164.00
41.010891,164.00
41.043106,185.00
41.101839,185.00
41.248204,185.00
41.273803,200.00
41.330519,200.00
41.487695,200.00
41.520680,215.00
41.572020,215.00
41.716568,215.00
41.749429,228.00
41.799322,228.00
41.942633,228.00
41.981606,228.00
42.025596,228.00
42.177548,228.00
42.209548,234.00
42.261697,234.00
42.414911,234.00
42.446635,237.00
42.497736,237.00
42.646722,237.00
42.678751,227.00
42.730208,227.00
42.874143,227.00
42.892676,212.00
42.956382,212.00
43.107513,212.00
43.128772,189.00
43.189655,189.00
43.338571,189.00
43.360167,180.00
43.421373,180.00
43.567274,180.00
43.589167,182.00
43.650226,182.00
43.796042,182.00
43.815696,194.00
43.879369,194.00
44.023683,194.00
44.056697,193.00
44.107896,193.00
44.260038,193.00
44.282480,187.00
44.342526,187.00
44.496027,187.00
44.518411,183.00
44.580201,183.00
44.723235,183.00
44.742231,176.00
44.806750,176.00
44.951928,176.00
44.985782,170.00
45.037167,170.00
45.181761,170.00
45.216685,175.00
45.265198,175.00
45.414253,175.00
45.450245,177.00
45.499981,177.00
45.643217,177.00
45.677428,169.00
45.728127,169.00
45.875047,169.00
45.908943,152.00
45.960825,152.00
46.102333,152.00
46.135921,164.00
46.186980,164.00
46.401822,164.00
46.425588,168.00
46.485921,168.00
46.635720,168.00
46.655720,148.00
46.718729,148.00
46.866298,148.00
46.898497,129.00
46.948961,129.00
47.102608,129.00
47.125065,145.00
47.184994,145.00
47.348957,145.00
47.376377,160.00
47.433078,160.00
47.573824,160.00
47.607320,166.00
47.657861,166.00
47.808208,166.00
47.841575,160.00
47.892963,160.00
48.037312,160.00
48.059625,150.00
48.121827,150.00
48.269913,150.00
48.296010,145.00
48.354749,145.00
48.502513,145.00
48.522494,130.00
48.586539,130.00
48.732436,130.00
48.756107,107.00
48.816597,107.00
48.967110,107.00
48.991663,78.00
49.053889,78.00
49.209532,78.00
49.239309,58.00
49.294868,58.00
49.475689,58.00
49.509494,50.00
49.563305,50.00
49.739540,50.00
49.776584,53.00
49.822844,53.00
50.026996,53.00
50.050267,48.00
50.112649,48.00
50.262121,48.00
50.297370,24.00
50.346952,24.00
50.495576,24.00
50.529492,5.00
50.578399,5.00
50.744002,5.00
50.778111,-3.00
50.827341,-3.00
50.975964,-3.00
50.999416,-3.00
51.057471,-3.00
51.230313,-3.00
51.262636,-26.00
51.312366,-26.00
51.470599,-26.00
51.504843,-68.00
51.552708,-68.00
51.696999,-68.00
51.722418,-107.00
51.778964,-107.00
51.929158,-107.00
51.961606,-140.00
52.011903,-140.00
52.162096,-140.00
52.197580,-160.00
52.246409,-160.00
52.401372,-160.00
52.436985,-179.00
52.485929,-179.00
52.635176,-179.00
52.659334,-198.00
52.719656,-198.00
52.868113,-198.00
52.891123,-227.00
52.951344,-227.00
53.096011,-227.00
53.119406,-252.00
53.180096,-252.00
53.319371,-252.00
53.353450,-264.00
53.404605,-264.00
53.554014,-272.00
53.587302,-272.00
53.638248,-272.00
53.781929,-272.00
53.804694,-279.00
53.865228,-279.00
54.016645,-279.00
54.039135,-284.00
54.099820,-284.00
54.243520,-284.00
54.277044,-277.00
54.328022,-277.00
54.476911,-277.00
54.499477,-273.00
54.561398,-273.00
54.707768,-273.00
54.731020,-275.00
54.791661,-275.00
54.939099,-275.00
54.962731,-258.00
55.021690,-258.00
55.181632,-258.00
55.201313,-243.00
55.265161,-243.00
55.412376,-243.00
55.449558,-226.00
55.496269,-226.00
55.650855,-226.00
55.687663,-204.00
55.737294,-204.00
55.882812,-204.00
55.904821,-192.00
55.969007,-192.00
56.111194,-192.00
56.132920,-154.00
56.194344,-154.00
56.349830,-154.00
56.373109,-127.00
56.438740,-127.00
56.580793,-127.00
56.613693,-83.00
56.665539,-83.00
56.825145,-83.00
56.857563,-42.00
56.909965,-42.00
57.056237,-42.00
57.088119,5.00
57.138784,5.00
57.291155,5.00
57.324049,29.00
57.374419,29.00
57.523997,29.00
57.555484,60.00
57.605117,60.00
57.757556,60.00
57.789144,63.00
57.840218,63.00
57.991229,63.00
58.026198,58.00
58.075105,58.00
58.240327,58.00
58.272800,66.00
58.321957,66.00
58.471184,66.00
58.492386,87.00
58.551164,87.00
58.703093,87.00
58.738048,101.00
58.783820,101.00
58.926218,101.00
58.945801,94.00
59.009106,94.00
59.162844,94.00
59.195006,75.00
59.245797,75.00
59.390139,75.00
59.422586,47.00
59.472486,47.00
59.619780,47.00
59.651179,39.00
59.701402,39.00
59.849496,39.00
59.880653,52.00
59.930890,52.00
60.087275,52.00
60.121269,71.00
60.169929,71.00
60.322686,71.00
60.358466,81.00
60.407826,81.00
60.563569,81.00
60.596407,73.00
60.648458,73.00
60.798602,73.00
60.831770,47.00
60.884704,47.00
61.042195,47.00
61.080278,41.00
61.126540,41.00
61.276031,41.00
61.299022,0.00
61.363024,0.00
61.526525,0.00
61.550905,0.00
61.615139,0.00
61.758373,0.00
61.788489,0.00
61.840161,0.00
62.000654,0.00
62.033524,0.00
62.088316,0.00
62.238405,0.00
62.260254,0.00
62.321807,0.00
62.466704,0.00
62.488524,0.00
62.557723,0.00
62.699413,0.00
62.735494,0.00
62.789719,0.00
62.943795,0.00
62.964622,0.00
63.033291,0.00
63.177432,0.00
63.198347,0.00
63.262028,0.00
63.422156,0.00
63.441676,0.00
63.508178,0.00
63.641546,0.00
63.660871,0.00
63.721126,0.00
63.873821,0.00
63.895186,0.00
63.954859,0.00
64.102566,0.00
64.124115,0.00
64.183657,0.00
64.332921,0.00
64.362401,0.00
64.413551,0.00
64.581006,0.00
64.611917,0.00
64.660894,0.00
64.809401,0.00
64.829673,0.00
64.891840,0.00
65.038467,0.00
65.059222,0.00
65.119377,0.00
65.279236,0.00
65.312046,0.00
65.361845,0.00
65.510271,0.00
65.530282,0.00
65.589979,0.00
65.756738,0.00
65.778975,0.00
65.835957,0.00
65.984117,0.00
66.004933,0.00
66.064999,0.00
66.224392,0.00
66.256719,0.00
66.303690,0.00
66.466464,0.00
66.499878,0.00
66.545977,0.00
66.698036,0.00
66.728407,0.00
66.779223,0.00
66.930334,0.00
66.960489,0.00
67.010757,0.00
67.166710,0.00
67.198824,0.00
67.248753,0.00
67.404246,0.00
67.435594,0.00
67.485150,0.00
67.652382,0.00
67.673970,0.00
67.733363,0.00
67.886110,0.00
67.908968,0.00
67.968717,0.00
68.125297,0.00
68.146385,0.00
68.205617,0.00
68.352357,0.00
68.383435,0.00
68.433863,0.00
68.589989,0.00
68.619044,0.00
68.671362,0.00
68.820252,0.00
68.840873,0.00
68.901843,0.00
69.081805,0.00
69.102702,0.00
69.163071,0.00
69.309692,0.00
69.329002,0.00
69.389492,0.00
69.544294,0.00
69.567238,0.00
69.624616,0.00
69.784260,0.00
69.816716,0.00
69.867046,0.00
70.023541,0.00
70.045428,0.00
70.106687,0.00
70.259715,0.00
70.292950,0.00
70.341859,0.00
70.499854,0.00
70.532318,0.00
70.581897,0.00
70.740243,0.00
70.771001,0.00
70.820606,0.00
70.974513,0.00
70.996647,0.00
71.056702,0.00
71.211072,0.00
71.230408,0.00
71.291763,0.00
71.446069,0.00
71.467637,0.00
71.526509,0.00
71.681117,0.00
71.721087,0.00
71.763490,0.00
71.908856,0.00
71.941639,0.00
71.991300,0.00
72.148060,0.00
72.166583,0.00
72.228797,0.00
72.378919,0.00
72.399413,0.00
72.460351,0.00
72.612586,0.00
72.643234,0.00
72.693686,0.00
72.847100,0.00
72.869907,0.00
72.927850,0.00
73.094176,0.00
73.114124,0.00
73.177670,0.00
73.335321,0.00
73.365388,0.00
73.415966,0.00
73.570369,0.00
73.604614,0.00
73.650892,0.00
73.804341,0.00
73.833941,0.00
73.884156,0.00
74.042778,0.00
74.075848,0.00
74.124474,0.00
74.273899,0.00
74.295068,0.00
74.353971,0.00
74.513265,0.00
74.540500,0.00
74.594037,0.00
74.749995,0.00
74.770771,0.00
74.829875,0.00
74.985646,0.00
75.006141,0.00
75.066562,0.00
75.225350,0.00
75.246326,0.00
75.307433,0.00
75.463866,0.00
75.494753,0.00
75.545444,0.00
75.705347,0.00
75.738834,0.00
75.787351,0.00
75.955896,0.00
75.987638,0.00
76.036967,0.00
76.271070,0.00
76.301865,0.00
76.351840,0.00
76.606774,0.00
76.640197,0.00
76.687028,0.00
76.841280,0.00
76.878654,0.00
76.924356,0.00
77.073547,0.00
77.096287,0.00
77.155249,0.00
77.321186,0.00
77.342530,0.00
77.400968,0.00
77.558979,0.00
77.580024,0.00
77.639581,0.00
77.791631,0.00
77.823671,0.00
77.874077,0.00
78.029907,0.00
78.055792,0.00
78.110137,0.00
78.276920,0.00
78.315435,0.00
78.365683,0.00
78.538932,0.00
78.568647,0.00
78.619620,0.00
78.777267,0.00
78.809603,0.00
78.857889,0.00
79.048603,0.00
79.087581,0.00
79.134925,0.00
79.288529,0.00
79.326853,0.00
79.374914,0.00
