timestamp,offset,inference_time_ms
2026-01-11 15:45:49.025,0.00,132.10
2026-01-11 15:45:49.298,0.00,137.80
2026-01-11 15:45:49.593,0.00,152.67
2026-01-11 15:45:49.878,0.00,144.06
2026-01-11 15:45:50.171,0.00,142.23
2026-01-11 15:45:50.460,0.00,140.75
2026-01-11 15:45:50.796,0.00,155.90
2026-01-11 15:45:51.086,0.00,135.48
2026-01-11 15:45:51.396,0.00,162.32
2026-01-11 15:45:51.681,-316.00,138.71
2026-01-11 15:45:51.961,-317.00,137.69
2026-01-11 15:45:52.236,0.00,130.00
2026-01-11 15:45:52.513,0.00,143.49
2026-01-11 15:45:52.798,0.00,140.06
2026-01-11 15:45:53.083,-336.00,141.16
2026-01-11 15:45:53.358,-336.00,139.04
2026-01-11 15:45:53.636,-338.00,140.86
2026-01-11 15:45:53.920,0.00,138.66
2026-01-11 15:45:54.215,0.00,155.19
2026-01-11 15:45:54.490,0.00,139.37
2026-01-11 15:45:54.776,0.00,140.24
2026-01-11 15:45:55.101,0.00,133.11
2026-01-11 15:45:55.379,0.00,143.20
2026-01-11 15:45:55.668,0.00,143.24
2026-01-11 15:45:55.956,0.00,142.34
2026-01-11 15:45:56.234,0.00,143.39
2026-01-11 15:45:56.522,0.00,145.71
2026-01-11 15:45:56.804,0.00,134.20
2026-01-11 15:45:57.072,0.00,131.34
2026-01-11 15:45:57.345,-339.00,139.98
2026-01-11 15:45:57.803,0.00,136.52
2026-01-11 15:45:58.105,-338.00,330.30
2026-01-11 15:45:58.382,-335.00,138.96
2026-01-11 15:45:58.976,0.00,141.76
2026-01-11 15:45:59.262,-318.00,136.35
2026-01-11 15:45:59.468,-312.00,184.81
2026-01-11 15:45:59.722,-311.00,137.94
2026-01-11 15:45:59.987,-310.00,133.10
2026-01-11 15:46:00.188,-310.00,180.58
2026-01-11 15:46:00.434,-310.00,133.20
2026-01-11 15:46:00.700,-310.00,137.27
2026-01-11 15:46:00.963,-310.00,132.81
2026-01-11 15:46:01.220,-310.00,127.86
2026-01-11 15:46:01.494,-310.00,133.30
2026-01-11 15:46:01.694,-270.00,135.43
2026-01-11 15:46:01.964,-260.00,141.04
2026-01-11 15:46:02.267,-102.00,160.22
2026-01-11 15:46:02.553,-118.00,137.76
2026-01-11 15:46:02.841,-127.00,145.49
2026-01-11 15:46:03.145,-115.00,150.13
2026-01-11 15:46:03.431,-100.00,141.22
2026-01-11 15:46:03.633,-99.00,175.60
2026-01-11 15:46:03.938,-98.00,184.55
2026-01-11 15:46:04.225,-95.00,145.90
2026-01-11 15:46:04.556,-96.00,137.49
2026-01-11 15:46:04.835,-99.00,142.60
2026-01-11 15:46:05.164,-99.00,139.13
2026-01-11 15:46:05.451,-98.00,149.57
2026-01-11 15:46:05.785,-94.00,163.80
2026-01-11 15:46:05.987,-94.00,170.44
2026-01-11 15:46:06.265,-79.00,137.89
2026-01-11 15:46:06.543,-77.00,135.55
2026-01-11 15:46:06.827,-93.00,142.95
2026-01-11 15:46:07.109,-99.00,141.82
2026-01-11 15:46:07.443,-102.00,149.02
2026-01-11 15:46:07.765,-106.00,134.74
2026-01-11 15:46:08.047,-107.00,137.00
2026-01-11 15:46:08.335,-108.00,143.89
2026-01-11 15:46:08.620,-108.00,143.51
2026-01-11 15:46:08.901,-109.00,138.78
2026-01-11 15:46:09.179,-106.00,135.54
2026-01-11 15:46:09.473,-106.00,153.32
2026-01-11 15:46:09.758,-104.00,138.39
2026-01-11 15:46:10.042,-104.00,140.89
2026-01-11 15:46:10.324,-106.00,143.82
2026-01-11 15:46:10.525,-108.00,134.82
