timestamp,offset,inference_time_ms
2026-01-11 18:07:49.257,-522.00,130.49
2026-01-11 18:07:49.545,-526.00,135.57
2026-01-11 18:07:49.746,-531.00,157.75
2026-01-11 18:07:50.085,-533.00,137.52
2026-01-11 18:07:50.289,-533.00,205.81
2026-01-11 18:07:50.654,-528.00,167.63
2026-01-11 18:07:51.009,-521.00,144.35
2026-01-11 18:07:51.215,-508.00,176.45
2026-01-11 18:07:51.522,-495.00,187.62
2026-01-11 18:07:51.723,-471.00,177.59
2026-01-11 18:07:52.039,-471.00,165.94
2026-01-11 18:07:52.240,-389.00,166.64
2026-01-11 18:07:52.507,-389.00,143.85
2026-01-11 18:07:52.730,-335.00,132.44
2026-01-11 18:07:53.107,-305.00,163.17
2026-01-11 18:07:53.309,-214.00,208.79
2026-01-11 18:07:53.656,-139.00,133.04
2026-01-11 18:07:53.973,-71.00,166.41
2026-01-11 18:07:54.293,130.00,137.07
2026-01-11 18:07:54.637,178.00,142.62
2026-01-11 18:07:54.966,366.00,138.13
2026-01-11 18:07:55.332,471.00,140.25
2026-01-11 18:07:55.666,504.00,139.71
2026-01-11 18:07:55.960,581.00,141.38
