timestamp,offset,inference_time_ms
2026-01-11 18:10:00.901,-517.00,160.10
2026-01-11 18:10:01.104,0.00,191.48
2026-01-11 18:10:01.305,-517.00,176.66
2026-01-11 18:10:01.505,-520.00,176.66
2026-01-11 18:10:01.842,-523.00,142.80
2026-01-11 18:10:02.208,-519.00,175.94
2026-01-11 18:10:02.507,-504.00,145.08
2026-01-11 18:10:02.719,-498.00,157.80
2026-01-11 18:10:02.920,-488.00,205.10
2026-01-11 18:10:03.200,-473.00,139.65
2026-01-11 18:10:03.408,-465.00,156.76
2026-01-11 18:10:03.610,-440.00,198.51
2026-01-11 18:10:03.836,-440.00,191.25
2026-01-11 18:10:04.124,-413.00,145.94
2026-01-11 18:10:04.418,-372.00,149.00
2026-01-11 18:10:04.619,-315.00,139.62
2026-01-11 18:10:04.820,-298.00,190.80
2026-01-11 18:10:05.138,-270.00,190.86
2026-01-11 18:10:05.478,-222.00,144.03
2026-01-11 18:10:05.683,-137.00,191.25
2026-01-11 18:10:05.884,-94.00,193.91
2026-01-11 18:10:06.176,-65.00,137.12
2026-01-11 18:10:06.378,-26.00,176.87
2026-01-11 18:10:06.730,26.00,175.41
2026-01-11 18:10:07.080,162.00,164.80
2026-01-11 18:10:07.386,261.00,163.47
2026-01-11 18:10:07.588,304.00,144.94
2026-01-11 18:10:07.789,356.00,192.50
2026-01-11 18:10:08.111,432.00,162.35
2026-01-11 18:10:08.315,503.00,172.85
2026-01-11 18:10:08.659,503.00,172.59
2026-01-11 18:10:08.862,562.00,186.23
