timestamp,offset,inference_time_ms
2026-01-11 15:16:02.209,-422.00,125.60
2026-01-11 15:16:02.473,-426.00,131.97
2026-01-11 15:16:02.734,-436.00,127.60
2026-01-11 15:16:03.009,0.00,128.01
2026-01-11 15:16:03.282,0.00,134.71
2026-01-11 15:16:03.550,-461.00,136.51
2026-01-11 15:16:03.812,-457.00,127.42
2026-01-11 15:16:04.074,-468.00,126.83
2026-01-11 15:16:04.346,0.00,127.57
2026-01-11 15:16:04.618,0.00,134.41
2026-01-11 15:16:04.896,0.00,141.17
2026-01-11 15:16:05.152,0.00,127.08
2026-01-11 15:16:05.417,0.00,128.86
2026-01-11 15:16:05.692,0.00,135.71
2026-01-11 15:16:05.958,0.00,132.91
2026-01-11 15:16:06.226,0.00,135.13
2026-01-11 15:16:06.497,54.00,130.97
2026-01-11 15:16:06.764,175.00,128.33
2026-01-11 15:16:07.034,283.00,130.30
