timestamp,offset,inference_time_ms
2026-01-11 15:30:09.293,17.00,130.21
2026-01-11 15:30:09.579,76.00,143.23
2026-01-11 15:30:09.867,97.00,147.96
2026-01-11 15:30:10.143,73.00,136.43
2026-01-11 15:30:10.422,75.00,134.26
2026-01-11 15:30:10.713,0.00,145.60
2026-01-11 15:30:10.991,0.00,134.80
2026-01-11 15:30:11.259,0.00,131.29
2026-01-11 15:30:11.538,0.00,141.09
2026-01-11 15:30:11.805,0.00,131.37
2026-01-11 15:30:12.076,0.00,134.62
2026-01-11 15:30:12.342,0.00,130.39
2026-01-11 15:30:12.617,92.00,138.83
2026-01-11 15:30:12.964,51.00,178.09
2026-01-11 15:30:13.228,51.00,127.44
2026-01-11 15:30:13.486,51.00,125.48
2026-01-11 15:30:13.751,26.00,129.93
2026-01-11 15:30:13.954,28.00,184.81
2026-01-11 15:30:14.210,41.00,134.18
2026-01-11 15:30:14.477,9.00,131.44
2026-01-11 15:30:14.740,10.00,129.75
2026-01-11 15:30:15.001,10.00,126.90
2026-01-11 15:30:15.254,10.00,125.56
2026-01-11 15:30:15.511,10.00,127.09
2026-01-11 15:30:15.770,10.00,127.73
2026-01-11 15:30:16.028,10.00,123.71
2026-01-11 15:30:16.298,10.00,130.39
2026-01-11 15:30:16.572,10.00,133.05
2026-01-11 15:30:16.845,11.00,135.32
2026-01-11 15:30:17.117,11.00,134.74
2026-01-11 15:30:17.388,11.00,131.91
2026-01-11 15:30:17.658,13.00,133.38
2026-01-11 15:30:17.931,14.00,136.26
2026-01-11 15:30:18.215,14.00,138.18
2026-01-11 15:30:18.486,13.00,134.11
2026-01-11 15:30:18.687,14.00,180.70
2026-01-11 15:30:18.936,14.00,129.99
2026-01-11 15:30:19.202,15.00,129.60
2026-01-11 15:30:19.531,15.00,135.23
2026-01-11 15:30:19.806,15.00,134.95
2026-01-11 15:30:20.077,17.00,128.15
2026-01-11 15:30:20.346,-11.00,134.98
2026-01-11 15:30:20.616,-94.00,134.31
2026-01-11 15:30:20.886,-150.00,129.66
2026-01-11 15:30:21.159,-180.00,129.08
2026-01-11 15:30:21.361,-187.00,145.47
2026-01-11 15:30:21.613,-223.00,130.01
2026-01-11 15:30:21.940,-270.00,135.76
2026-01-11 15:30:22.205,-293.00,131.78
2026-01-11 15:30:22.466,-294.00,128.93
2026-01-11 15:30:22.752,-292.00,132.09
2026-01-11 15:30:23.043,-290.00,151.38
2026-01-11 15:30:23.312,-285.00,129.52
2026-01-11 15:30:23.516,-281.00,182.43
2026-01-11 15:30:23.821,-280.00,189.97
2026-01-11 15:30:24.087,-277.00,132.81
2026-01-11 15:30:24.352,-276.00,131.01
2026-01-11 15:30:24.629,-276.00,139.50
2026-01-11 15:30:24.831,0.00,136.92
2026-01-11 15:30:25.085,0.00,130.02
2026-01-11 15:30:25.357,0.00,132.65
2026-01-11 15:30:25.662,0.00,128.81
2026-01-11 15:30:25.929,0.00,130.95
2026-01-11 15:30:26.249,0.00,166.18
2026-01-11 15:30:26.513,0.00,128.43
2026-01-11 15:30:26.715,0.00,181.93
2026-01-11 15:30:26.973,0.00,135.60
2026-01-11 15:30:27.250,0.00,136.74
2026-01-11 15:30:27.538,0.00,138.69
2026-01-11 15:30:27.814,0.00,133.91
2026-01-11 15:30:28.015,0.00,143.50
2026-01-11 15:30:28.313,0.00,127.24
2026-01-11 15:30:28.581,0.00,127.34
2026-01-11 15:30:28.850,0.00,136.09
2026-01-11 15:30:29.114,0.00,131.41
2026-01-11 15:30:29.315,0.00,134.31
2026-01-11 15:30:29.586,0.00,139.16
2026-01-11 15:30:29.852,0.00,132.51
2026-01-11 15:30:30.113,0.00,129.31
2026-01-11 15:30:30.385,0.00,128.04
2026-01-11 15:30:30.742,0.00,162.89
2026-01-11 15:30:31.018,0.00,134.81
2026-01-11 15:30:31.353,0.00,145.72
2026-01-11 15:30:31.688,0.00,139.27
2026-01-11 15:30:31.959,0.00,130.74
2026-01-11 15:30:32.230,0.00,137.43
2026-01-11 15:30:32.506,0.00,135.87
2026-01-11 15:30:32.786,0.00,138.14
2026-01-11 15:30:32.987,0.00,181.60
2026-01-11 15:30:33.287,0.00,132.49
2026-01-11 15:30:33.558,0.00,131.65
2026-01-11 15:30:33.837,0.00,139.57
2026-01-11 15:30:34.111,0.00,137.74
2026-01-11 15:30:34.415,0.00,169.40
2026-01-11 15:30:34.731,0.00,130.82
2026-01-11 15:30:35.003,0.00,130.79
