timestamp,offset,inference_time_ms
2026-01-11 15:49:39.185,-504.00,151.09
2026-01-11 15:49:39.481,-504.00,140.17
2026-01-11 15:49:39.725,-504.00,156.82
2026-01-11 15:49:40.024,-504.00,146.58
2026-01-11 15:49:40.227,-504.00,151.30
2026-01-11 15:49:40.523,-502.00,142.05
2026-01-11 15:49:40.848,-492.00,149.63
2026-01-11 15:49:41.064,-492.00,171.91
2026-01-11 15:49:41.395,-455.00,138.24
2026-01-11 15:49:41.597,-416.00,181.35
2026-01-11 15:49:41.914,-416.00,166.38
2026-01-11 15:49:42.134,-395.00,168.66
2026-01-11 15:49:42.417,-326.00,146.63
2026-01-11 15:49:42.762,-239.00,148.07
2026-01-11 15:49:42.963,-239.00,197.24
2026-01-11 15:49:43.164,-117.00,188.99
2026-01-11 15:49:43.463,-36.00,168.44
2026-01-11 15:49:43.732,14.00,137.59
2026-01-11 15:49:44.056,14.00,136.92
